Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
13712,75,2.0,43.7775387801816,27.119771373230787,5.0,3,5.0,1961,0.122090347,B,B,29,6566,7,1894.0,4,0,B
5454,1,1.0,48.32557436610471,35.35612880818179,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
159,69,2.0,61.5298826797131,30.169862081167484,11.0,15,14.0,2005,0.093442564,B,B,23,4635,5,3300.0,2,4,B
3493,1,2.0,52.93263397839317,35.35612880818179,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
9312,34,4.0,104.53037751378548,65.61270481354957,9.0,23,22.0,1997,0.069753361,B,B,53,13670,4,1213.0677966101696,1,11,B
9078,9,3.0,84.87543586495795,35.35612880818179,1.0,3,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
3172,27,3.0,59.43398388460759,58.951356011653225,1.0,7,25.0,2016,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
1477,156,2.0,67.83044498237433,35.364431750765455,13.0,10,17.0,2008,0.007658515,B,B,35,7077,56,2301.0,3,19,B
1,1,2.0,83.06109776635755,83.83024810673534,0.0,10,22.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
7564,38,3.0,93.09931619745156,53.85179900128985,1.0,27,26.0,2016,0.060753049,B,B,15,2787,2,520.0,0,7,B
14463,66,3.0,81.19881647278656,46.71482019471125,10.0,13,23.0,2002,0.111627393,B,B,50,12238,8,1970.0,2,3,B
14730,39,1.0,32.85144357739161,22.05303940906601,6.0,7,9.0,1962,0.428825818,B,B,25,5011,8,730.0,0,2,B
10012,83,2.0,48.83062368522637,28.24201936961241,5.0,9,9.0,1974,0.0077202819999999,B,B,38,4788,2,1213.0677966101696,0,4,B
11500,54,3.0,119.32063060724892,118.66721021762872,1.0,8,7.0,2015,0.006076152,B,B,30,5285,0,645.0,6,6,B
1619,169,2.0,60.19436250168855,35.35612880818179,1.0,7,17.0,2019,0.178916796,B,B,18,3594,4,192.0,1,5,B
3388,85,3.0,62.3049018403119,38.24230593503783,6.0,8,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B
1127,61,2.0,48.53756249209019,30.751863895544453,6.0,3,12.0,1975,0.300322518,B,B,52,10311,6,1213.0677966101696,1,9,B
3616,58,2.0,64.87918150522493,35.35612880818179,1.0,4,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
10019,101,1.0,41.92787017394517,23.462679560908672,9.0,15,14.0,1977,0.225824954,A,B,41,6558,7,1548.0,3,2,B
13396,21,2.0,46.379524275002616,27.487954517603917,6.0,7,9.0,1974,0.194489265,B,B,47,8004,3,125.0,3,5,B
7652,30,3.0,89.69309640724178,47.50103882675128,10.0,3,15.0,1980,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
9208,109,1.0,33.6246564708438,21.59975229046,5.0,6,9.0,1966,0.1363303,B,B,30,6141,10,262.0,3,6,B
9195,27,1.0,41.69678068615082,40.14343527261708,1.0,6,12.0,1977,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
7873,17,3.0,58.059879496226,38.13618840489788,5.0,2,5.0,1961,0.0,B,B,18,3374,5,620.0,1,2,B
5622,83,2.0,48.25740898339328,33.74864232731982,5.0,6,9.0,1978,0.0077202819999999,B,B,38,4788,2,1213.0677966101696,0,4,B
9678,9,2.0,66.73969364046987,35.35612880818179,10.0,10,17.0,2016,0.161531741,B,B,25,5648,1,30.0,2,4,B
8160,46,2.0,54.61589082301326,34.37592445587682,8.0,1,12.0,1982,0.0,B,B,47,11319,0,1145.0,3,5,B
7609,23,2.0,55.512596232854136,35.35612880818179,10.0,5,20.0,1977,0.034656082,B,B,0,168,0,1213.0677966101696,0,0,B
16384,1,2.0,52.77367106330114,52.91072182441317,10.0,6,17.0,2017,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
10740,41,1.0,40.41394209370814,22.6348536713666,7.0,4,17.0,1977,0.175054867,B,B,36,10055,3,1213.0677966101696,1,0,B
3596,41,2.0,45.06980131088211,28.78009440577341,5.0,10,9.0,1969,0.175054867,B,B,36,10055,3,1213.0677966101696,1,0,B
2729,75,2.0,45.847350604016775,25.093653584154467,6.0,13,14.0,1977,0.122090347,B,B,29,6566,7,1894.0,4,0,B
16645,54,2.0,78.01379924664572,76.68194721885853,1.0,9,1.0,2014,0.006076152,B,B,30,5285,0,645.0,6,6,B
8880,18,2.0,59.33802441703175,36.676428118209095,10.0,6,17.0,1996,0.0,B,B,30,5562,0,1213.0677966101696,0,5,A
14486,123,2.0,85.99769653662962,45.55308920451751,12.0,10,18.0,2008,0.0,B,B,6,2733,0,920.0,0,4,B
7149,110,2.0,54.32322742420549,30.820599882614623,7.0,11,14.0,1994,0.033493708,B,B,66,10573,1,1322.0,3,8,B
6539,1,1.0,39.25506605613357,35.35612880818179,10.0,7,17.0,2017,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
3480,119,2.0,47.6583382119277,32.67708885392219,5.0,7,5.0,1968,0.000995363,B,B,42,7651,1,1213.0677966101696,1,5,B
14596,27,1.0,40.48468752077379,35.35612880818179,0.0,3,0.0,1977,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
5002,1,3.0,82.62484278939883,4.379317432773815,1.0,5,17.0,2016,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
14381,91,2.0,52.24550037389147,31.479656790823302,10.0,14,12.0,1977,0.033493708,B,B,66,10573,1,1322.0,3,8,B
12835,27,3.0,60.641147527911365,35.35612880818179,0.0,19,0.0,1977,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
8900,93,2.0,52.619410006282656,32.7626030245024,8.0,4,12.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
3770,1,1.0,42.196031318958006,35.35612880818179,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
11567,0,3.0,108.85132541371472,53.42705095786825,13.0,20,19.0,2012,0.006076152,B,B,30,5285,0,645.0,6,6,B
10028,69,3.0,75.9558882819494,48.91518203180487,10.0,8,16.0,1984,0.000991363,B,B,33,6783,3,1213.0677966101696,1,9,B
9666,29,4.0,124.229576501472,72.15196797564664,14.0,11,14.0,2012,0.069660344,B,B,31,6119,4,1213.0677966101696,1,2,B
7252,27,1.0,45.88763391189167,18.07249683732121,1.0,4,3.0,2014,0.07542368,B,B,11,3097,0,1213.0677966101696,0,0,B
14758,1,1.0,41.435648249008686,39.19279499664541,1.0,3,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
14803,6,2.0,62.75938238886457,35.35612880818179,1.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6135,146,2.0,56.46646768299596,32.42309802233248,8.0,15,17.0,1989,0.236108458,B,B,16,3893,27,1213.0677966101696,3,10,B
6376,2,1.0,42.37619755741403,23.71370076499829,9.0,9,14.0,1977,0.309479124,B,B,35,7715,4,990.0,0,6,B
11454,28,4.0,102.2593336800646,77.66891309008344,9.0,5,5.0,1957,0.118537385,B,B,30,6207,1,1183.0,1,0,B
16232,46,2.0,41.318013997747045,30.94292589042472,5.0,6,5.0,1967,0.188783766,B,B,31,6137,4,1213.0677966101696,0,1,B
15378,34,4.0,104.90571026096268,65.51596162228621,10.0,18,22.0,2002,0.069753361,B,B,53,13670,4,1213.0677966101696,1,11,B
14562,113,2.0,46.6278823812734,27.05873916075788,5.0,6,5.0,1969,0.307466659,B,A,30,5048,9,325.0,2,5,B
2600,1,3.0,76.88518041611354,44.43330979690482,10.0,9,17.0,1994,0.025609157,B,B,33,5261,0,240.0,3,1,B
7947,138,1.0,33.63414580341874,21.35605060781923,4.0,8,8.0,1964,0.313924552,B,B,22,4625,11,3855.0,2,10,B
16394,23,1.0,53.77527789755955,35.35612880818179,1.0,3,4.0,1977,0.014072961,B,B,2,475,0,1213.0677966101696,0,0,B
5916,6,2.0,68.47176232143977,35.20541006388034,12.0,2,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6147,27,1.0,55.7393240997248,35.35612880818179,0.0,4,0.0,1977,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
7134,30,2.0,64.22692249579332,35.35612880818179,1.0,16,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
5485,62,3.0,88.09888333422033,35.35612880818179,1.0,14,16.0,2015,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
8873,74,1.0,51.16321388984122,16.111394279319388,13.0,12,17.0,2015,0.075778755,B,B,6,1437,3,1213.0677966101696,0,2,B
9656,93,2.0,64.51110394906671,37.847813097024606,11.0,5,17.0,2011,0.041116354,B,B,53,14892,4,1213.0677966101696,1,4,B
14935,30,1.0,49.38730567178187,35.35612880818179,1.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
8834,81,1.0,36.848987281363954,23.48992992631429,10.0,5,12.0,1970,0.006076152,B,B,30,5285,0,645.0,6,6,B
16412,21,1.0,37.68122772866476,22.9679619722236,7.0,15,17.0,2007,0.034331497,B,B,25,5487,3,1213.0677966101696,0,4,B
11418,1,2.0,65.33681067382979,65.70736262229536,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
13539,130,3.0,81.65701759753394,53.62600835809171,10.0,6,8.0,1958,0.341071945,B,B,27,5664,48,2300.0,3,11,B
16535,23,1.0,31.12125935552932,35.35612880818179,1.0,5,12.0,1977,0.034656082,B,B,0,168,0,1213.0677966101696,0,0,B
13877,27,2.0,56.78226155296662,54.473735754962064,10.0,2,5.0,2015,0.07542368,B,B,11,3097,0,1213.0677966101696,0,0,B
2893,140,2.0,42.289102329267074,27.265355432115825,6.0,7,5.0,1960,0.0,B,B,33,7425,1,1213.0677966101696,2,5,B
10559,27,1.0,42.06369692074535,41.012215389929146,1.0,3,9.0,2016,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
4885,11,1.0,44.350480760038224,42.958374153890304,0.0,2,4.0,1977,0.012338886,B,B,35,5776,1,2078.0,2,4,B
3285,27,1.0,37.36832905517467,35.35612880818179,1.0,23,22.0,2017,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
1257,80,2.0,55.82973026173838,30.340549390635733,8.0,12,14.0,1987,0.0,B,B,39,8647,0,810.0,0,5,B
9361,96,3.0,79.23918092270458,50.06269872212529,10.0,11,22.0,1997,0.041116354,B,B,53,14892,4,1213.0677966101696,1,4,B
11061,101,2.0,44.14614138151646,29.205543660786184,5.0,5,5.0,1967,0.225824954,A,B,41,6558,7,1548.0,3,2,B
6290,30,3.0,77.31338194484648,35.35612880818179,1.0,27,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
7415,27,3.0,84.42690266015627,35.35612880818179,1.0,10,10.0,2017,0.017647053,B,B,2,469,0,1213.0677966101696,0,0,B
11688,98,2.0,54.584236746163214,34.12578616699977,9.0,14,12.0,1977,0.195781053,B,B,23,5212,6,1213.0677966101696,3,2,B
1380,53,1.0,38.00762421672708,19.42118259536973,9.0,10,12.0,1971,0.049637257,B,B,34,7759,0,229.0,1,3,B
12143,93,1.0,43.96105882146541,20.1719291144914,8.0,6,16.0,2004,0.050900058,B,B,43,10621,1,30.0,2,3,B
14681,0,1.0,47.34676728774003,22.16860750481646,10.0,9,12.0,2005,0.319809354,B,B,25,4756,16,2857.0,5,8,B
615,90,1.0,40.59683289423657,21.24519725288977,8.0,14,15.0,1976,0.265088676,B,B,37,5288,0,1937.0,3,2,B
9355,58,1.0,36.661313849706985,22.48330909595832,6.0,3,9.0,1972,0.31019913,B,B,11,2748,1,1213.0677966101696,0,0,B
12471,116,2.0,51.30792299464552,28.189614891461225,6.0,4,10.0,1959,0.341071945,B,B,27,5664,48,2300.0,3,11,B
3238,13,1.0,38.70694320605964,20.38525122390129,10.0,17,22.0,1996,0.090799103,B,B,74,19083,2,1213.0677966101696,5,15,B
16606,57,3.0,66.14777583631786,41.56027549656051,6.0,7,12.0,1983,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9549,39,1.0,32.157504028983944,22.040050958780387,6.0,1,4.0,1962,0.428825818,B,B,25,5011,8,730.0,0,2,B
8169,61,2.0,66.23281408100944,35.35612880818179,0.0,5,0.0,1977,0.300322518,B,B,52,10311,6,1213.0677966101696,1,9,B
10350,6,3.0,79.27431299641455,81.63637343610553,10.0,11,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
10514,18,2.0,53.936918815232296,30.97388560318595,8.0,11,14.0,1986,0.0,B,B,30,5562,0,1213.0677966101696,0,5,A
8971,30,1.0,43.06702742337259,43.09898033436519,1.0,5,12.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
16743,123,1.0,51.43853670866861,26.06612960603785,13.0,15,17.0,2004,0.0,B,B,6,2733,0,920.0,0,4,B
6559,156,2.0,41.254053658023054,25.173372773289262,6.0,3,12.0,1966,0.007658515,B,B,35,7077,56,2301.0,3,19,B
6683,9,3.0,87.91666659104847,35.35612880818179,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
908,125,2.0,44.53084321536914,26.22934847278275,5.0,5,5.0,1965,0.040242764,B,B,25,3478,11,2729.0,3,1,B
5409,19,1.0,45.78757940178234,21.411374160830555,9.0,6,25.0,2014,0.309479124,B,B,35,7715,4,990.0,0,6,B
1142,1,1.0,47.26747943729304,35.35612880818179,1.0,7,22.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
9476,12,1.0,45.24441330923265,24.299943728012533,8.0,11,12.0,1998,0.090799103,B,B,74,19083,2,1213.0677966101696,5,15,B
13920,27,3.0,78.21206416124981,49.869568955208,9.0,8,12.0,2001,0.041116354,B,B,53,14892,4,1213.0677966101696,1,4,B
4723,95,1.0,45.542939964666616,35.35612880818179,0.0,6,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
16217,206,4.0,76.42842557338702,50.34490342876356,11.0,7,6.0,1912,0.042031587,B,B,37,6856,84,1940.0,2,5,B
11844,38,1.0,47.00201199705968,47.93881657835622,1.0,11,22.0,2017,0.060753049,B,B,15,2787,2,520.0,0,7,B
5468,17,1.0,29.080104822813727,21.954910006746715,4.0,3,8.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B
5196,1,2.0,65.97754847242919,35.35612880818179,0.0,13,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
4391,27,2.0,40.0254905290089,43.603072484157465,10.0,8,12.0,2016,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
1278,47,1.0,41.49849752664512,22.45382652053375,8.0,16,14.0,2001,0.298204575,B,B,16,4048,3,1213.0677966101696,1,3,B
11045,95,1.0,46.78767674845995,35.35612880818179,0.0,5,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
7391,9,2.0,58.29963611504072,31.49205101443953,9.0,7,14.0,2008,0.31019913,B,B,11,2748,1,1213.0677966101696,0,0,B
6904,13,1.0,39.74831423808261,22.805144034701737,8.0,8,17.0,1997,0.090799103,B,B,74,19083,2,1213.0677966101696,5,15,B
12389,27,3.0,99.6149063275124,35.35612880818179,1.0,10,16.0,2016,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
3894,27,1.0,43.77329515137608,21.482297879806424,9.0,8,17.0,2012,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
6428,9,1.0,43.03726374343479,3.0131655899767686,1.0,3,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
13589,27,3.0,173.9744796408535,76.28947475101772,9.0,3,3.0,2017,0.041116354,B,B,53,14892,4,1213.0677966101696,1,4,B
7425,27,1.0,41.43988853509735,39.2670509603737,10.0,8,22.0,2017,0.211401214,B,B,9,1892,0,1213.0677966101696,0,1,B
9254,84,3.0,72.36201644229297,50.76045524718481,7.0,6,5.0,1958,0.006076152,B,B,30,5285,0,645.0,6,6,B
15993,86,3.0,60.68475162476835,41.8223181844994,5.0,9,9.0,1973,0.161975568,B,A,31,7010,5,4508.0,3,7,B
9405,6,1.0,41.22510698800132,35.35612880818179,1.0,25,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10365,94,1.0,37.75336396362887,19.350202176013383,9.0,12,14.0,1977,0.282797669,B,B,33,8667,2,1213.0677966101696,0,6,B
9315,24,2.0,48.64911937235977,29.51102103082904,6.0,6,9.0,1976,0.111627393,B,B,50,12238,8,1970.0,2,3,B
13941,84,1.0,34.02819725487102,20.31449909679476,6.0,1,9.0,1971,0.149666373,B,B,22,4789,2,4087.0,4,1,B
10823,6,1.0,43.23284427483485,35.35612880818179,0.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8550,178,2.0,44.640487589537706,24.76329549936511,5.0,6,5.0,1961,0.460556389,B,B,20,4386,14,1213.0677966101696,1,5,B
2580,22,2.0,52.61955926718892,35.35612880818179,1.0,4,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
676,85,3.0,54.08853428132322,38.62246705303549,6.0,8,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
2974,23,2.0,65.15408223279458,35.35612880818179,1.0,6,17.0,1977,0.075778755,B,B,6,1437,3,1213.0677966101696,0,2,B
9911,115,1.0,39.592075945759184,23.64859343504583,9.0,11,12.0,1971,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
10552,10,2.0,53.28378809851461,32.472275334318226,8.0,18,17.0,1989,0.089039719,B,B,33,7976,5,1213.0677966101696,0,11,B
3572,1,1.0,44.1724783237925,41.90167971169421,6.0,20,20.0,2014,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
15188,31,1.0,55.065799780626186,25.212095644522,10.0,24,40.0,2015,0.151346216,B,A,32,5889,10,830.0,4,1,B
10258,25,1.0,32.47918788766675,17.147306334992365,5.0,2,5.0,1986,0.069753361,B,B,53,13670,4,1213.0677966101696,1,11,B
2464,88,3.0,87.87171565707352,35.35612880818179,1.0,12,1.0,1977,0.127375905,B,B,43,8429,3,1213.0677966101696,3,9,B
7071,105,2.0,44.58222111860579,32.644465854921776,5.0,1,12.0,1966,0.040242764,B,B,25,3478,11,2729.0,3,1,B
3882,116,3.0,69.56922271020107,41.9298885388494,7.0,10,14.0,1990,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
11757,29,2.0,46.832068409810894,33.32686008088317,5.0,3,5.0,1964,0.069660344,B,B,31,6119,4,1213.0677966101696,1,2,B
8594,101,1.0,37.62567492069478,19.47101763257688,8.0,4,5.0,1962,0.225824954,A,B,41,6558,7,1548.0,3,2,B
